# Program:featureCounts v1.5.1; Command:"featureCounts" "-a" "cufflinks_assemble/star/merged.gtf" "-t" "exon" "-s" "2" "-p" "-B" "-C" "-T" "24" "-o" "cufflinks_counts/star/feature_counts.tsv" "align/star/inplanta-3KO-020.bam" "align/star/inplanta-3KO-021.bam" "align/star/inplanta-3KO-022.bam" "align/star/inplanta-3KO-023.bam" "align/star/inplanta-Pf2-024.bam" "align/star/inplanta-Pf2-025.bam" "align/star/inplanta-Pf2-026.bam" "align/star/inplanta-Pf2-027.bam" "align/star/inplanta-SN15-016.bam" "align/star/inplanta-SN15-017.bam" "align/star/inplanta-SN15-018.bam" "align/star/inplanta-SN15-019.bam" "align/star/invitro-3KO-004.bam" "align/star/invitro-3KO-005.bam" "align/star/invitro-3KO-006.bam" "align/star/invitro-3KO-007.bam" "align/star/invitro-Pf2-008.bam" "align/star/invitro-Pf2-009.bam" "align/star/invitro-Pf2-010.bam" "align/star/invitro-Pf2-011.bam" "align/star/invitro-SN15-000.bam" "align/star/invitro-SN15-001.bam" "align/star/invitro-SN15-002.bam" "align/star/invitro-SN15-003.bam" 
Geneid	Chr	Start	End	Strand	Length	align/star/inplanta-3KO-020.bam	align/star/inplanta-3KO-021.bam	align/star/inplanta-3KO-022.bam	align/star/inplanta-3KO-023.bam	align/star/inplanta-Pf2-024.bam	align/star/inplanta-Pf2-025.bam	align/star/inplanta-Pf2-026.bam	align/star/inplanta-Pf2-027.bam	align/star/inplanta-SN15-016.bam	align/star/inplanta-SN15-017.bam	align/star/inplanta-SN15-018.bam	align/star/inplanta-SN15-019.bam	align/star/invitro-3KO-004.bam	align/star/invitro-3KO-005.bam	align/star/invitro-3KO-006.bam	align/star/invitro-3KO-007.bam	align/star/invitro-Pf2-008.bam	align/star/invitro-Pf2-009.bam	align/star/invitro-Pf2-010.bam	align/star/invitro-Pf2-011.bam	align/star/invitro-SN15-000.bam	align/star/invitro-SN15-001.bam	align/star/invitro-SN15-002.bam	align/star/invitro-SN15-003.bam
XLOC_006879	scaffold_013;scaffold_013	199320;199817	199766;200350	+;+	981	1	2	1	0	7	6	0	0	2	13	8	7	43	31	32	22	28	46	20	31	30	16	17	29
XLOC_006880	scaffold_013;scaffold_013;scaffold_013	202456;202870;203987	202776;203842;206268	+;+;+	3576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006881	scaffold_013;scaffold_013	207744;208297	208219;209016	+;+	1196	7	13	14	3	9	10	11	7	16	11	18	30	15	18	12	4	16	11	7	3	16	11	24	12
XLOC_006882	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	209661;210038;211399;211399;213054;214190;214259	211348;211348;211770;214117;213577;216068;216022	+;+;+;+;+;+;+	6286	252	227	296	173	1018	1798	2263	2490	599	518	525	645	320	766	335	701	1310	1572	1344	1136	663	591	813	589
XLOC_006883	scaffold_013	220915	223137	+	2223	0	2	1	1	6	3	12	11	1	4	0	2	13	16	5	11	5	22	10	8	10	5	1	4
XLOC_006884	scaffold_013;scaffold_013	225949;226254	226186;227120	+;+	1105	7	1	7	2	0	3	0	0	7	7	6	5	28	20	25	16	9	7	6	12	12	20	11	14
XLOC_006885	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	228690;229068;229193;229578;229658;229658	229017;229141;229613;229613;230230;230230	+;+;+;+;+;+	1396	0	0	3	0	1	1	0	0	1	0	0	0	48	30	37	23	4	6	8	8	6	11	9	9
XLOC_006886	scaffold_013;scaffold_013	231376;231713	231663;233015	+;+	1591	21	32	21	15	0	8	5	4	20	35	26	24	2	1	0	3	0	2	1	2	2	0	3	2
XLOC_006887	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	239349;239351;239470;239470;239809	239417;239417;241564;239478;241564	+;+;+;+;+	2164	23	28	26	34	19	18	37	12	55	55	50	78	3839	2261	2737	1555	994	2367	894	2134	1469	1666	1122	1479
XLOC_006888	scaffold_013	241819	242344	+	526	2	3	3	1	5	4	10	4	2	1	0	4	8	4	1	7	17	18	18	19	6	2	4	6
XLOC_006889	scaffold_013	242807	243394	+	588	1	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1	2	0	2	9	0	3	2
XLOC_006890	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	245853;245853;245881;245914;245914;246512;246512;246512;246512;246512;246859;246859;246859;246859;246859;246975;246975;246975;246975;246975;247069;247069;247069;247069;247069;247269;247269;247269;247269;247269;247340;247340;247340;247340;247340;247783;247783;247783;247783;247786;248239;248247;248443;248443;248443;248536;248536;248540;248650;248650;248650;255454;255479	246162;246162;246162;246162;246162;246608;246608;246608;246608;246608;246923;246923;246923;246923;246923;247016;247016;247016;247016;247016;247219;247219;247219;247219;247219;247292;247292;247292;247292;247292;247726;247726;247729;247726;247726;247971;247889;247946;248381;247815;248381;248381;248484;248480;248480;248593;248593;248593;248862;248908;248908;255460;255485	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2051	3470	4311	4790	4638	759	965	1472	855	4846	4608	4651	5293	1486	1639	1377	1564	1857	1734	1566	1847	1519	2389	1612	1666
XLOC_006891	scaffold_013;scaffold_013	256339;257636	257581;258165	+;+	1773	32	18	53	42	24	36	25	20	83	128	83	104	81	65	73	43	48	47	45	59	60	44	54	34
XLOC_006892	scaffold_013	258475	259020	+	546	1	0	3	4	0	0	0	1	3	2	5	14	3	2	5	1	6	0	6	4	3	23	6	1
XLOC_006893	scaffold_013	259541	260524	+	984	0	1	4	2	10	30	17	8	8	3	6	3	11	13	8	11	38	15	25	39	6	2	3	4
XLOC_006894	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	261031;261353;262012;262012;262250;262250;263008;264003;264003	261958;261958;262199;262199;262601;263910;263910;264027;264027	+;+;+;+;+;+;+;+;+	2802	64	143	146	179	126	148	118	51	973	976	875	325	2575	1030	1680	891	503	608	552	799	1050	1409	543	1424
XLOC_006895	scaffold_013	268230	269341	+	1112	0	0	0	0	0	0	0	0	0	0	0	0	12	13	9	9	29	8	10	6	3	4	6	6
XLOC_006896	scaffold_013;scaffold_013	270689;271027	270976;271370	+;+	632	1	2	1	5	1	3	1	0	3	5	4	4	9	12	4	9	5	14	8	16	4	8	8	5
XLOC_006897	scaffold_013;scaffold_013;scaffold_013	272285;273966;274562	273912;274509;274891	+;+;+	2502	0	0	0	0	0	0	3	3	8	4	0	0	77	95	79	56	55	48	55	62	101	103	67	96
XLOC_006898	scaffold_013;scaffold_013	277147;277269	277219;278119	+;+	924	0	0	0	0	0	0	1	0	0	0	0	0	1	4	2	8	6	6	3	3	2	3	4	4
XLOC_006899	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	278325;278459;278779;278779;278978;278978;279073;279073	278627;278627;278926;278926;279019;279019;279944;279160	+;+;+;+;+;+;+;+	1365	5	3	2	2	5	4	8	13	20	4	22	21	143	123	110	208	570	1350	508	1072	100	81	82	128
XLOC_006900	scaffold_013;scaffold_013	282840;283213	284279;283499	+;+	1440	11	3	18	14	4	4	2	6	18	13	19	23	36	58	20	40	43	10	26	46	66	42	94	49
XLOC_006901	scaffold_013;scaffold_013;scaffold_013;scaffold_013	285151;285369;285645;285919	285309;285592;285859;286955	+;+;+;+	1635	1	3	3	0	7	2	0	1	0	3	2	4	2	0	0	0	1	1	0	1	6	1	0	2
XLOC_006902	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	292928;293104;293234;293332;293972;294398	293046;293181;293276;293921;294343;294727	+;+;+;+;+;+	1532	6	13	10	13	16	16	19	7	32	50	33	42	37	46	33	47	28	39	45	37	28	35	33	39
XLOC_006903	scaffold_013;scaffold_013;scaffold_013;scaffold_013	300507;300846;301214;306634	300793;301146;306582;307312	+;+;+;+	6636	176	188	296	225	164	171	221	99	548	499	530	549	176	392	199	453	553	417	500	359	338	228	387	296
XLOC_006904	scaffold_013;scaffold_013	309371;310103	310045;311302	+;+	1875	2	0	0	1	0	0	0	0	0	0	0	0	1	5	3	3	5	7	5	2	1	3	1	4
XLOC_006905	scaffold_013	311583	312341	+	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006906	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	313076;313091;313200;313277;313277;313277;313639;313639;313639;313900;313900;313900;314288;314288;314288;315511;315881;315896;316231;316569;316569;316569;316650;316650;316650;317114;317114;317114	313226;313226;313226;313580;313580;313580;313851;313851;313851;314232;314232;314232;314700;315826;315444;315826;316519;316519;316519;316592;316592;316592;317055;317055;317055;317642;317840;317840	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4336	622	679	768	682	557	1188	1187	1300	1479	1641	1462	1456	4561	5182	4596	5236	4963	4465	4303	4573	4149	4102	4958	3398
XLOC_006907	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	328372;328693;329342;329515;329617;329617;330171;330171	329273;329274;329555;329555;330112;330112;330361;330551	+;+;+;+;+;+;+;+	1994	1656	265	2189	720	26	57	51	40	825	428	727	667	204	253	200	220	283	215	231	224	209	200	222	184
XLOC_006908	scaffold_013;scaffold_013;scaffold_013	337952;338275;338527	338227;338478;338880	+;+;+	834	297	279	499	350	70	141	142	85	779	673	628	796	844	901	894	874	1272	981	1064	1009	828	927	1014	763
XLOC_006909	scaffold_013;scaffold_013	339842;340065	339868;341153	+;+	1116	1510	953	1598	1023	491	697	880	840	1942	2076	2184	2739	189	264	173	193	461	311	527	328	432	353	384	288
XLOC_006910	scaffold_013;scaffold_013	343012;343012	344028;344656	+;+	1645	178	237	273	228	69	98	113	43	440	434	406	407	202	211	222	243	468	309	481	286	189	310	194	185
XLOC_006911	scaffold_013;scaffold_013	345116;345959	345909;347720	+;+	2556	241	229	338	292	108	156	214	132	650	638	562	631	724	677	638	494	706	691	672	692	495	478	521	589
XLOC_006912	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	353572;353828;355081;355081;355750;356088;356088;356088;356542;356542;357275	355029;355029;355975;355975;355975;356375;356375;356375;356825;357758;357758	+;+;+;+;+;+;+;+;+;+;+	3858	106	104	146	96	66	50	84	77	221	218	188	230	213	202	192	179	189	166	117	156	168	166	192	199
XLOC_006913	scaffold_013;scaffold_013;scaffold_013	360079;360356;360635	360307;360582;360939	+;+;+	761	401	371	772	412	124	271	325	464	834	830	1051	1632	842	980	763	879	1560	1339	1284	1373	743	1215	988	882
XLOC_006914	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	361111;361447;362642;362642;364306	362591;362591;364253;363299;364689	+;+;+;+;+	3477	50	42	68	55	12	41	30	28	102	90	83	130	92	81	83	69	91	114	83	95	36	43	38	71
XLOC_006915	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	367080;367281;367391;367963;368265;368718	367229;367336;367909;368212;368668;368994	+;+;+;+;+;+	1656	92	113	107	111	43	38	49	21	136	133	171	213	190	142	127	99	110	105	69	82	85	84	100	129
XLOC_006916	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	371790;371827;371898;372238;372238;372238;372386;372386;372386;373609;373739;373739;373739;375558;375940;375940	372186;372186;372186;372338;372338;372331;373685;373156;373685;373685;375799;375173;375286;375799;376156;376156	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4076	1924	1991	2857	2151	749	938	1162	845	4419	4224	4126	5105	3213	3988	3099	3414	4858	3474	4298	3695	3968	4342	4226	3883
XLOC_006917	scaffold_013;scaffold_013;scaffold_013	382621;382988;383593	382940;383538;384142	+;+;+	1421	10609	8009	11867	12194	818	517	1365	527	15816	20544	19458	15470	17	16	23	10	9	10	22	12	20	30	33	28
XLOC_006918	scaffold_013;scaffold_013	388374;388642	388444;389413	+;+	843	5	3	11	13	4	8	7	6	16	14	17	11	19	32	20	19	12	6	14	9	20	13	28	23
XLOC_006919	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	392083;392257;392352;392352;392438;392438;392573;392573;392770;392770;393021;393021;393703;393720	392299;392299;392389;392389;392525;392525;392719;392719;392972;392972;393673;393656;394710;394939	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2583	316	312	526	416	192	215	222	156	1002	799	745	848	912	1048	799	927	1177	885	1132	1005	1092	961	1164	751
XLOC_006920	scaffold_013;scaffold_013;scaffold_013;scaffold_013	397779;397962;398277;398505	397902;398225;398458;398735	+;+;+;+	801	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1
XLOC_006921	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	399159;399180;399703;399703;401034;401160;401160	399633;399633;401106;400433;401106;401937;401644	+;+;+;+;+;+;+	2657	337	294	408	314	121	191	231	184	682	828	724	949	486	598	427	516	736	509	662	507	469	528	534	339
XLOC_006922	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	406220;406269;406456;406467;406467;406628;406655;406655;408963;408963;408963	406321;406321;406539;406544;406539;408914;408914;408914;410110;410129;410129	+;+;+;+;+;+;+;+;+;+;+	3645	3	8	3	2	1	1	0	0	3	3	14	5	18	72	26	97	15	3	5	6	6	8	9	3
XLOC_006923	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	410621;410644;411005;411229;411229;411229;412682;412789;412789;412789;413088;413088;413088	411133;411133;411133;412680;412626;412627;412704;412981;412981;412981;416011;416294;416294	+;+;+;+;+;+;+;+;+;+;+;+;+	5388	73	60	100	91	41	36	45	18	116	162	158	157	179	340	237	416	477	340	421	337	177	212	178	190
XLOC_006924	scaffold_013	416444	419050	+	2607	281	315	416	348	119	129	169	87	727	756	644	712	792	682	660	752	685	776	663	718	649	706	683	641
XLOC_006925	scaffold_013	421374	421631	+	258	2	0	0	1	0	0	2	0	0	0	1	0	7	7	13	9	5	4	3	6	9	13	9	7
XLOC_006926	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	421848;421848;421848;421848;422362;422991;422991;422991;422991;422991;426728;426728;426728;426728;426750;427087;427087;427087;427087;427087;427416;427416;427416;427416;428349;428349;428364	422920;422920;422920;422920;422920;426659;424636;426659;426659;426659;426952;426952;426952;426945;426952;428103;427361;427361;427361;427361;428297;428292;428297;428348;428605;428605;428605	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6486	13873	25608	21400	23404	5990	19731	25714	10463	43023	45482	42139	52924	391630	196419	325157	203167	82700	289632	90431	295183	279698	418114	177335	502948
XLOC_006927	scaffold_013;scaffold_013;scaffold_013;scaffold_013	430000;430205;430358;430440	430152;430298;430391;431499	+;+;+;+	1341	373	372	579	439	117	129	190	120	843	830	917	1077	483	463	429	450	671	713	615	750	521	640	499	462
XLOC_006928	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	432846;432846;433510;435059;435059;435059;435561;435561;435561;436597;436630	435011;435011;435011;435511;435511;435511;436504;435570;436504;437341;437341	+;+;+;+;+;+;+;+;+;+;+	4308	346	286	525	336	191	304	426	306	987	823	788	1277	1944	1434	1601	1068	1286	2023	1096	1731	1260	952	991	1347
XLOC_006929	scaffold_013	437520	438512	+	993	1	3	2	3	0	0	0	0	5	3	4	16	5	0	2	1	0	2	4	0	34	5	24	1
XLOC_006930	scaffold_013;scaffold_013	438778;439942	441612;440778	+;+	2835	51	29	69	50	16	26	33	27	118	123	110	106	862	519	593	451	157	360	146	347	333	264	319	402
XLOC_006931	scaffold_013	443425	444321	+	897	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	13	2	4	0
XLOC_006932	scaffold_013	452494	453967	+	1474	11	16	12	24	10	10	16	8	30	27	27	23	21	10	23	6	14	18	14	24	16	8	12	9
XLOC_006933	scaffold_013	461509	465162	+	3654	445	414	562	373	168	264	361	319	1027	934	981	1171	369	504	367	432	834	748	841	749	649	696	556	485
XLOC_006934	scaffold_013;scaffold_013;scaffold_013	467737;467912;469713	467861;469663;470485	+;+;+	2650	998	870	1328	937	425	512	681	546	2282	2182	1982	2680	2943	2808	2402	2185	2939	2570	2844	2573	2639	2450	2390	2298
XLOC_006935	scaffold_013;scaffold_013	471975;472426	472375;473323	+;+	1299	1575	1824	1570	1716	1193	1343	1132	1479	2670	2743	2100	3066	2318	2849	2608	1799	1388	1045	1268	1006	2195	2007	1595	2108
XLOC_006936	scaffold_013;scaffold_013	474149;474648	474604;476986	+;+	2795	4	7	3	9	6	4	10	0	6	11	10	4	6	4	6	7	8	20	10	12	10	6	12	10
XLOC_006937	scaffold_013;scaffold_013;scaffold_013	477195;477348;477440	477284;477392;478919	+;+;+	1615	205	258	362	273	105	220	187	156	513	528	572	742	736	613	616	520	583	628	534	648	405	400	413	481
XLOC_006938	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	480217;480557;480693;480693;480887;480887;482129;485327;485327;485874;486814;486852;487089;487089	480587;480587;480832;480832;485275;482072;485275;485407;486599;486575;487043;487043;488567;488911	+;+;+;+;+;+;+;+;+;+;+;+;+;+	8226	4924	4190	6106	3753	1179	2982	3479	2262	7718	6009	5707	10830	15386	7119	11757	5752	7522	10649	7072	11707	9931	15641	5867	12589
XLOC_006939	scaffold_013;scaffold_013;scaffold_013;scaffold_013	490850;490942;491215;491652	490885;491160;491597;492168	+;+;+;+	1155	28	25	79	40	204	207	311	239	129	136	179	202	10	6	15	10	19	24	22	16	5	4	5	12
XLOC_006940	scaffold_013	495139	496275	+	1137	1	1	21	2	1	17	18	2	1	1	16	42	0	2	1	0	4	3	3	0	3	2	2	1
XLOC_006941	scaffold_013;scaffold_013	496547;496858	499436;497319	+;+	2890	71	59	145	94	25	59	49	42	146	147	203	185	177	243	172	190	219	94	155	115	317	310	341	287
XLOC_006942	scaffold_013	499668	500546	+	879	5	3	1	0	2	3	3	0	6	2	8	6	9	6	3	2	14	10	7	4	15	15	14	14
XLOC_006943	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	508257;508331;508712;508997;509151;509153;509156;509156;509156;509158;509178;509278;509278;509278;509278;509278;509278;509278;509278;509278;509488;509488;509488;509488;509488;509488;509488;509488;509488;509684;509684;509684;509685;509686;509688;509689;509693;509696;510152;510290;510290;510290;510290;510290;510290;510290;510437;510437;510437;510437;510437;510437;510437	508257;508656;509221;509125;509221;509221;509221;509221;509221;509221;509221;509425;509425;509425;509425;509425;509425;509425;509425;509425;509606;509605;509610;509614;509607;509609;509605;509605;509605;509721;509733;510240;509733;510240;510240;510240;510240;510240;510240;510386;510386;510386;510386;510386;510386;510386;510847;511515;511515;511515;511515;511515;511515	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2845	689	717	923	787	295	458	500	417	1469	1570	1575	1877	2602	2266	2243	2066	2358	2111	2109	2207	1997	2021	2001	1903
XLOC_006944	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	515501;515539;515608;515608;516185;516185;516496;516496	515545;515545;516135;516135;516444;516444;516755;517767	+;+;+;+;+;+;+;+	2105	287	243	359	266	111	158	238	131	553	565	564	798	177	320	182	273	452	269	414	333	313	303	308	195
XLOC_006945	scaffold_013	519602	519959	+	358	2	2	9	2	2	1	1	5	7	11	11	16	4	4	4	1	5	8	3	8	9	4	13	6
XLOC_006946	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	520305;520305;520311;520402;520770;520770;520770;520770;521112;521112;521116;521116;522057;522245;522245;522245;522245;522994;522994;522994;524243;524537;524550;524550;524567;526310;526310;526310;526310	520717;520717;520717;520717;520924;520924;520924;520924;521846;522166;522166;522166;522166;522696;522940;522940;522940;524444;524444;524444;524444;526256;526256;526256;526256;526602;526401;526602;526602	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5783	2463	2120	3411	2416	1298	1874	2246	2078	5453	6859	6204	7220	14060	12746	12415	11175	8612	9575	6753	9183	9668	9993	8810	9594
XLOC_006947	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	527339;529329;531052;531217;531372;531658	529257;531005;531103;531319;531603;531802	+;+;+;+;+;+	4128	11	17	15	19	21	12	10	7	19	37	31	54	16	9	10	12	17	18	16	18	8	11	9	5
XLOC_006948	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	532505;532505;532769;532769;534215;534215;534879	532660;532660;534165;534165;535337;534797;535334	+;+;+;+;+;+;+	2676	542	648	977	688	455	394	551	324	1593	1451	1394	1853	3667	2658	2777	2377	1499	1433	1431	1706	1822	1798	1344	1792
XLOC_006949	scaffold_013	541395	542249	+	855	344	340	552	438	101	153	176	94	868	979	924	1189	614	662	560	585	1373	1031	1249	1030	741	1023	966	671
XLOC_006950	scaffold_013;scaffold_013;scaffold_013	542980;543997;545664	543923;545600;546370	+;+;+	3255	58	64	62	54	35	37	62	64	96	124	121	148	86	254	122	237	110	50	104	81	76	76	100	56
XLOC_006951	scaffold_013	552624	553253	+	630	3	3	2	1	1	4	2	5	3	5	2	15	4	8	10	8	16	8	7	17	11	11	9	10
XLOC_006952	scaffold_013	555962	558457	+	2496	434	252	466	264	171	200	301	319	740	695	764	1097	103	160	103	126	306	181	289	203	257	329	231	189
XLOC_006953	scaffold_013;scaffold_013;scaffold_013;scaffold_013	559366;559366;561642;561820	561585;561585;562869;562869	+;+;+;+	3448	183	188	215	214	121	91	130	53	336	330	412	408	29	22	18	15	20	18	26	32	7	19	9	9
XLOC_006954	scaffold_013;scaffold_013;scaffold_013;scaffold_013	570250;570250;571139;572904	570665;572759;571382;573277	+;+;+;+	2884	48	56	68	61	74	64	35	52	137	111	174	204	84	113	106	96	65	61	85	66	69	97	75	58
XLOC_006955	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	574800;574895;575353;575353;576290;576290;577399;577530;577530	575299;575299;576240;576240;576403;577473;577473;578180;578478	+;+;+;+;+;+;+;+;+	3521	868	841	1300	861	252	402	580	382	1998	2143	2270	2812	1580	1703	1516	1596	2318	1842	2112	2030	2276	2897	1998	2334
XLOC_006956	scaffold_013;scaffold_013;scaffold_013	584900;585069;585355	585014;585300;585373	+;+;+	366	245	142	265	136	107	95	169	163	352	339	348	573	28	26	22	23	86	50	63	51	44	60	41	31
XLOC_006957	scaffold_013;scaffold_013	586945;587640	587587;588211	+;+	1215	249	282	486	331	113	202	256	233	682	708	652	966	664	833	608	773	718	494	660	515	717	834	873	575
XLOC_006958	scaffold_013	590931	591840	+	910	0	2	2	0	0	0	1	1	0	1	1	2	17	63	17	181	17	8	21	6	3	6	2	1
XLOC_006959	scaffold_013	593393	594418	+	1026	12	21	33	19	5	5	4	4	36	25	26	58	42	37	29	31	60	50	45	51	36	27	42	28
XLOC_006960	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	597206;597987;598291;598291;599816;599816;601268	598238;598238;599758;599758;601139;600499;601945	+;+;+;+;+;+;+	4503	842	634	1144	766	531	762	909	950	1903	1976	1743	2551	3943	5991	3696	5683	5057	5167	5385	5416	5174	4579	5147	3214
